Song,Artist,Date,Streams,Url,Track_Id,Rank
Here With Me,"Marshmello, CHVRCHES",2019-09-20,"4,608,613",https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,5icOoE6VgqFKohjWWNp0Ac,183
"break up with your girlfriend, i'm bored",Ariana Grande,2019-09-20,"4,603,746",https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,4kV4N9D1iKVxx1KLvtTpjS,184
La Boca - Remix,"Mau y Ricky, Camilo, Lunay",2019-09-20,"4,601,495",https://open.spotify.com/track/2EEmzqzM70CybVspgM7YRT,2EEmzqzM70CybVspgM7YRT,185
MIA (feat. Drake),Bad Bunny,2019-09-20,"4,589,397",https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,116H0KvKr2Zl4RPuVBruDO,186
Que Mas Pues - Remix,"Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez",2019-09-20,"4,574,968",https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD,7fODjB7BrQTGqh0hogW6XD,187
So Am I,Ava Max,2019-09-20,"4,572,768",https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7,0uUNN1nSoUx1A4fkDCWDQ7,188
EARFQUAKE,"Tyler, The Creator",2019-09-20,"4,565,726",https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,5hVghJ4KaYES3BFUATCYn0,189
Si Supieras,"Daddy Yankee, Wisin & Yandel",2019-09-20,"4,563,774",https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu,7MRU4vOkywuhZ9kbFiPuiu,190
Photograph,Ed Sheeran,2019-09-20,"4,547,977",https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,6fxVffaTuwjgEk5h9QyRjy,191
God's Plan,Drake,2019-09-20,"4,536,143",https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,6DCZcSspjsKoFjzjrWoCdn,192
Get You The Moon (feat. Snøw),Kina,2019-09-20,"4,519,164",https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa,4ZLzoOkj0MPWrTLvooIuaa,193
Something Just Like This,"The Chainsmokers, Coldplay",2019-09-20,"4,501,063",https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,6RUKPb4LETWmmr3iAEQktW,194
Heartless (feat. Morgan Wallen),Diplo,2019-09-20,"4,495,397",https://open.spotify.com/track/0rFQ5cKYJ9WtHSKp9sxVYt,0rFQ5cKYJ9WtHSKp9sxVYt,195
Havana (feat. Young Thug),Camila Cabello,2019-09-20,"4,478,821",https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,1rfofaqEpACxVEHIZBJe6W,196
Murder On My Mind,YNW Melly,2019-09-20,"4,452,579",https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,7eBqSVxrzQZtK2mmgRG6lC,197
Closer,"The Chainsmokers, Halsey",2019-09-20,"4,442,721",https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,7BKLCZ1jbUBVqRi2FVlTVw,198
Wonderwall - Remastered,Oasis,2019-09-20,"4,433,332",https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa,5qqabIl2vWzo9ApSC317sa,199
BUTTERFLY EFFECT,Travis Scott,2019-09-20,"4,404,201",https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4,6xcJyGpfZbuuiequtnlKt4,200
Señorita,"Shawn Mendes, Camila Cabello",2019-09-27,"35,723,233",https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,6v3KW9xbzN5yKLt9YKDYA2,1
Dance Monkey,Tones And I,2019-09-27,"33,013,044",https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,1rgnBhdG2JDFTbYkYRZAku,2
Circles,Post Malone,2019-09-27,"29,280,805",https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,21jGcNKet2qwijlDFuPiPb,3
Someone You Loved,Lewis Capaldi,2019-09-27,"22,767,722",https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,7qEHsqek33rTcFNT9PFqLf,4
Lalala,"Y2K, bbno$",2019-09-27,"22,236,145",https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,51Fjme0JiitpyXKuyQiCDo,5
Ransom,Lil Tecca,2019-09-27,"20,825,198",https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0,6EOKwHETwSkZ9gW2b6ASE0,6
Beautiful People (feat. Khalid),Ed Sheeran,2019-09-27,"20,821,425",https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,70eFcWOvlMObDhURTqT4Fv,7
China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",2019-09-27,"20,516,161",https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,2ksOAxtIxY8yElEWw8RhgK,8
Goodbyes (Feat. Young Thug),Post Malone,2019-09-27,"20,233,272",https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,6vBdBCoOhKHiYDDOcorfNo,9
bad guy,Billie Eilish,2019-09-27,"18,813,436",https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2Fxmhks0bxGSBdJ92vM42m,10
How Do You Sleep?,Sam Smith,2019-09-27,"18,384,971",https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,6b2RcmUt1g9N9mQ3CbjX2Y,11
I Don't Care (with Justin Bieber),Ed Sheeran,2019-09-27,"17,344,636",https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,0hVXuCcriWRGvwMV1r5Yn9,12
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,2019-09-27,"16,246,521",https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN,3NkJNL3WqO1Lqc3uNDxvCN,13
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2019-09-27,"16,208,650",https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,0RiRZpuVRbi7oqRdSMwhQY,14
Panini,Lil Nas X,2019-09-27,"15,806,154",https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv,1000nHvUdawXuUHgBod4Wv,15
Saint-Tropez,Post Malone,2019-09-27,"15,483,341",https://open.spotify.com/track/05mDaV9Vb3wrzjF6OPZnhq,05mDaV9Vb3wrzjF6OPZnhq,16
Memories,Maroon 5,2019-09-27,"14,829,220",https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2b8fOow8UzyDFAE27YhOZM,17
Truth Hurts,Lizzo,2019-09-27,"14,562,107",https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh,5qmq61DAAOUaW8AUo8xKhh,18
Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin",2019-09-27,"14,105,307",https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,6osaMSJh9NguagEDQcZaKx,19
Old Town Road - Remix,"Lil Nas X, Billy Ray Cyrus",2019-09-27,"14,023,252",https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,2YpeDb67231RjR0MgVLzsG,20
Callaita,"Bad Bunny, Tainy",2019-09-27,"14,011,682",https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,2TH65lNHgvLxCKXM3apjxI,21
Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,2019-09-27,"13,647,010",https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw,7CZyCXKG6d5ALeq41sLzbw,22
"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",2019-09-27,"13,263,886",https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk,7BlBVFwvbWvcwNcUarQmjk,23
LA CANCIÓN,"J Balvin, Bad Bunny",2019-09-27,"13,220,608",https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,0fea68AdmYNygeTGI4RC18,24
hot girl bummer,blackbear,2019-09-27,"13,161,845",https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,7aiClxsDWFRQ0Kzk5KI5ku,25
Adicto (with Anuel AA & Ozuna),Tainy,2019-09-27,"12,985,012",https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq,3jbT1Y5MoPwEIpZndDDwVq,26
No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",2019-09-27,"12,892,586",https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,4R8BJggjosTswLxtkw8V7P,27
Liar,Camila Cabello,2019-09-27,"12,773,548",https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM,7LzouaWGFCy4tkXDOOnEyM,28
Tutu,"Camilo, Pedro Capó",2019-09-27,"12,512,444",https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ,1nocRtwyNPVtGcIJqfgdzZ,29
No Guidance (feat. Drake),Chris Brown,2019-09-27,"12,280,780",https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,6XHVuErjQ4XNm6nDPVCxVX,30
boyfriend (with Social House),Ariana Grande,2019-09-27,"11,754,707",https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,0Ryd8975WihbObpp5cPW1t,31
BOP,DaBaby,2019-09-27,"11,521,426",https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,6Ozh9Ok6h4Oi1wUSLtBseN,32
Money In The Grave (Drake ft. Rick Ross),Drake,2019-09-27,"11,327,052",https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,5ry2OE6R2zPQFDO85XkgRb,33
223's (feat. 9lokknine),YNW Melly,2019-09-27,"11,222,869",https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI,4sjiIpEv617LDXaidKioOI,34
Hollywood's Bleeding,Post Malone,2019-09-27,"11,078,213",https://open.spotify.com/track/7sWRlDoTDX8geTR8zzr2vt,7sWRlDoTDX8geTR8zzr2vt,35
Piece Of Your Heart,"MEDUZA, Goodboys",2019-09-27,"11,048,998",https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,1DFD5Fotzgn6yYXkYsKiGs,36
It's You,Ali Gatie,2019-09-27,"11,046,340",https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq,6moU77g9RQyMzHNuKEaQKq,37
Enemies (feat. DaBaby),Post Malone,2019-09-27,"11,001,524",https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF,0Xek5rqai2jcOWCYWJfVCF,38
Graveyard,Halsey,2019-09-27,"10,422,646",https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2,6V9fHiv84WlVTg7CSnIVY2,39
Higher Love,"Kygo, Whitney Houston",2019-09-27,"10,404,326",https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY,6oJ6le65B3SEqPwMRNXWjY,40
Otro Trago - Remix,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",2019-09-27,"10,396,190",https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL,4bTZeO72FwMa6wKOiqoynL,41
Ride It,Regard,2019-09-27,"10,232,001",https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,2tnVG71enUj33Ic2nFN6kZ,42
Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny",2019-09-27,"10,150,053",https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,1c0hsvHLELX6y8qymnpLKL,43
"fuck, i'm lonely","Lauv, Anne-Marie",2019-09-27,"10,140,019",https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0,322tcqPhma7F6hfCeLisx0,44
Takeaway (feat. Lennon Stella),"The Chainsmokers, ILLENIUM",2019-09-27,"10,123,708",https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe,6wo37KVqFJhtuxPTpLCcfe,45
Lover,Taylor Swift,2019-09-27,"9,885,228",https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,1dGr1c8CrMLDpV6mPbImSI,46
Good as Hell,Lizzo,2019-09-27,"9,865,142",https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR,3Yh9lZcWyKrK9GjbhuS0hR,47
Writing on the Wall (feat. Post Malone & Cardi B),"French Montana, Rvssian",2019-09-27,"9,534,436",https://open.spotify.com/track/7x9nXsowok1JszkVztI5NI,7x9nXsowok1JszkVztI5NI,48
Shallow,"Lady Gaga, Bradley Cooper",2019-09-27,"9,356,772",https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2VxeLyX666F8uXCJ0dZF8B,49
Hot (feat. Gunna),Young Thug,2019-09-27,"9,146,516",https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9,5Z8HZM6iQMhhqyPcCGY5g9,50
110,"Capital Bra, Samra, LEA",2019-09-27,"9,127,339",https://open.spotify.com/track/5sdQ7VUx6GOfsRoSxnK1YG,5sdQ7VUx6GOfsRoSxnK1YG,51
Camelot,NLE Choppa,2019-09-27,"9,078,668",https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF,4sWuPniHClkInYAnzXAYUF,52
VIBEZ,DaBaby,2019-09-27,"9,002,968",https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM,0fySG6A6qLE8IvDpayb5bM,53
QUE PRETENDES,"J Balvin, Bad Bunny",2019-09-27,"8,951,801",https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,25ZAibhr3bdlMCLmubZDVt,54
Wow.,Post Malone,2019-09-27,"8,721,369",https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,7xQAfvXzm3AkraOtGPWIZg,55
7 rings,Ariana Grande,2019-09-27,"8,663,767",https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,6ocbgoVGwYJhOv1GgI9NsF,56
The London (feat. J. Cole & Travis Scott),Young Thug,2019-09-27,"8,532,994",https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n,3s4mrPrEFFPF0LmAfutW0n,57
INTRO,DaBaby,2019-09-27,"8,348,988",https://open.spotify.com/track/77KMttn3Lic7ZQKDlPqp8v,77KMttn3Lic7ZQKDlPqp8v,58
Con Altura,"ROSALÍA, J Balvin, El Guincho",2019-09-27,"8,266,922",https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,2qG5sZ7Si6sdK74qLxedYM,59
lovely (with Khalid),Billie Eilish,2019-09-27,"8,196,537",https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,0u2P5u6lvoDfwTYjAADbn4,60
Motivation,Normani,2019-09-27,"8,126,563",https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm,0rIAC4PXANcKmitJfoqmVm,61
Die For Me (feat. Future & Halsey),Post Malone,2019-09-27,"8,110,971",https://open.spotify.com/track/2C6WXnmZ66tHhHlnvwePiK,2C6WXnmZ66tHhHlnvwePiK,62
Happier,"Marshmello, Bastille",2019-09-27,"8,044,939",https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2dpaYNEQHiRxtZbfNsse99,63
11 PM,Maluma,2019-09-27,"8,039,197",https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d,7KbF6AdprOXEEHlsq11Z6d,64
Teeth,5 Seconds of Summer,2019-09-27,"7,848,301",https://open.spotify.com/track/26wLOs3ZuHJa2Ihhx6QIE6,26wLOs3ZuHJa2Ihhx6QIE6,65
Roller,Apache 207,2019-09-27,"7,843,063",https://open.spotify.com/track/5dhQeuLGmlhfwlI6BWfSpo,5dhQeuLGmlhfwlI6BWfSpo,66
Sucker,Jonas Brothers,2019-09-27,"7,672,280",https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,22vgEDb5hykfaTwLuskFGD,67
If I Can't Have You,Shawn Mendes,2019-09-27,"7,626,363",https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh,2bT1PH7Cw3J9p3t7nlXCdh,68
You Need To Calm Down,Taylor Swift,2019-09-27,"7,557,326",https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5,6RRNNciQGZEXnqk8SQ9yv5,69
when the party's over,Billie Eilish,2019-09-27,"7,532,450",https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,43zdsphuZLzwA9k4DJhU0I,70
Slide Away,Miley Cyrus,2019-09-27,"7,445,798",https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf,44ADyYoY5liaRa3EOAl4uf,71
Quizás,"Rich Music LTD, Dalex, Sech, Justin Quiles, Wisin, Zion, Dímelo Flow, Lenny Tavárez, Feid",2019-09-27,"7,435,093",https://open.spotify.com/track/4AjWbAwRpxk2worpjNH5CS,4AjWbAwRpxk2worpjNH5CS,72
I.F.L.Y.,Bazzi,2019-09-27,"7,376,414",https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD,4a6q8CR2hzLk2plDkSxkfD,73
Post Malone (feat. RANI),Sam Feldt,2019-09-27,"7,339,886",https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL,36orMWv2PgvnzXsd5CJ0yL,74
Bohemian Rhapsody - 2011 Mix,Queen,2019-09-27,"7,269,298",https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,4u7EnebtmKWzUH433cf5Qv,75
Talk (feat. Disclosure),Khalid,2019-09-27,"7,259,183",https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,6TqXcAFInzjp0bODyvrWEq,76
Qué Pena,"Maluma, J Balvin",2019-09-27,"7,253,445",https://open.spotify.com/track/5099x34vBakWpGkHourFxP,5099x34vBakWpGkHourFxP,77
On The Road (feat. Meek Mill & Lil Baby),Post Malone,2019-09-27,"7,209,474",https://open.spotify.com/track/12Fkyg9lpmaz2zmKOfw2Y2,12Fkyg9lpmaz2zmKOfw2Y2,78
One Thing Right,"Marshmello, Kane Brown",2019-09-27,"7,083,174",https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4,4hPpVbbakQNv8YTHYaOJP4,79
Si Te Vas,"Sech, Ozuna",2019-09-27,"7,072,642",https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0,6Y4PDQv4XjYjHLeLmvyOt0,80
Honda Civic,"The Cratez, Bonez MC",2019-09-27,"7,069,221",https://open.spotify.com/track/0WFgtxiLNr99YaoSdYR3Ud,0WFgtxiLNr99YaoSdYR3Ud,81
Feel Special,TWICE,2019-09-27,"7,039,843",https://open.spotify.com/track/14rWuS6yllHOdfZ8sZsZUj,14rWuS6yllHOdfZ8sZsZUj,82
rockstar (feat. 21 Savage),Post Malone,2019-09-27,"6,989,421",https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,0e7ipj03S05BNilyu5bRzt,83
Without Me,Halsey,2019-09-27,"6,840,599",https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,5p7ujcrUXASCNwRaWNHR1C,84
Con Calma,"Daddy Yankee, Snow",2019-09-27,"6,839,422",https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,5w9c2J52mkdntKOmRLeM2m,85
200 km/h,Apache 207,2019-09-27,"6,734,377",https://open.spotify.com/track/2wvLtM25eMpHK7hkidqte2,2wvLtM25eMpHK7hkidqte2,86
SICKO MODE,Travis Scott,2019-09-27,"6,713,268",https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2xLMifQCjDGFmkHkpNLD9h,87
Believer,Imagine Dragons,2019-09-27,"6,702,342",https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,0pqnGHJpmpxLKifKRmU6WP,88
Suge,DaBaby,2019-09-27,"6,669,819",https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,2gwkD6igEhQbDQegRCcdoB,89
Dancing With A Stranger (with Normani),Sam Smith,2019-09-27,"6,666,671",https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,6Qs4SXO9dwPj5GKvVOv8Ki,90
Eastside (with Halsey & Khalid),benny blanco,2019-09-27,"6,659,986",https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,7FGq80cy8juXBCD2nrqdWU,91
Behind Barz - Bonus,Drake,2019-09-27,"6,631,200",https://open.spotify.com/track/4B7fTyj1FIPvP9tT5X3DnR,4B7fTyj1FIPvP9tT5X3DnR,92
"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",Dímelo Flow,2019-09-27,"6,605,332",https://open.spotify.com/track/684EjRHwNsZQ9hCQxL4NYL,684EjRHwNsZQ9hCQxL4NYL,93
3 Nights,Dominic Fike,2019-09-27,"6,592,574",https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u,1tNJrcVe6gwLEiZCtprs1u,94
Lonely,"Diplo, Jonas Brothers",2019-09-27,"6,538,741",https://open.spotify.com/track/4fwo6czG5nvOQMzhOto1ya,4fwo6czG5nvOQMzhOto1ya,95
Goteo,Duki,2019-09-27,"6,380,836",https://open.spotify.com/track/1EoEU4HY57qaITp06TkC6B,1EoEU4HY57qaITp06TkC6B,96
Sweet but Psycho,Ava Max,2019-09-27,"6,377,876",https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,25sgk305KZfyuqVBQIahim,97
Did It Again,Lil Tecca,2019-09-27,"6,357,650",https://open.spotify.com/track/6alCTRgBPoeAFi2N4il9Q4,6alCTRgBPoeAFi2N4il9Q4,98
Baby (Lil Baby feat. DaBaby),Quality Control,2019-09-27,"6,317,850",https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J,5MPPttjfGap2C6j6eKcO6J,99
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,2019-09-27,"6,310,879",https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,4vUmTMuQqjdnvlZmAH61Qk,100
Shape of You,Ed Sheeran,2019-09-27,"6,259,036",https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,7qiZfU4dY1lWllzX7mPBI3,101
Indeciso,"Reik, J Balvin, Lalo Ebratt",2019-09-27,"6,236,755",https://open.spotify.com/track/59s0s39NFWScuHDbHytI14,59s0s39NFWScuHDbHytI14,102
"thank u, next",Ariana Grande,2019-09-27,"6,223,549",https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,3e9HZxeyfWwjeyPAMmWSSQ,103
Never Really Over,Katy Perry,2019-09-27,"6,207,207",https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0,5PYQUBXc7NYeI1obMKSJK0,104
Fantasias,"Rauw Alejandro, Farruko",2019-09-27,"6,193,728",https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy,6mAN61JH0dzyZpWslS11jy,105
Old Town Road,Lil Nas X,2019-09-27,"6,186,955",https://open.spotify.com/track/0F7FA14euOIX8KcbEturGH,0F7FA14euOIX8KcbEturGH,106
Que Calor (with J Balvin & El Alfa),"Major Lazer, Diplo",2019-09-27,"6,128,983",https://open.spotify.com/track/1G2CAJeP7rCwOZjlSJ0Zw3,1G2CAJeP7rCwOZjlSJ0Zw3,107
Instagram,"Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros, Natti Natasha, Dimitri Vegas, Like Mike",2019-09-27,"6,070,484",https://open.spotify.com/track/0U6bQIAh6MCGo1xjbIIx2S,0U6bQIAh6MCGo1xjbIIx2S,108
Better Now,Post Malone,2019-09-27,"6,061,472",https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,7dt6x5M1jzdTEt8oCbisTK,109
Si Se Da - Remix,"Myke Towers, Farruko, Arcangel, Sech, Zion",2019-09-27,"6,061,349",https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD,6K5BsR04ijf3FHNzjbaagD,110
RAW SHIT (feat. Migos),DaBaby,2019-09-27,"6,058,728",https://open.spotify.com/track/1CCDIow4pPYyJYzhtTUYz2,1CCDIow4pPYyJYzhtTUYz2,111
2002,"Sido, Apache 207",2019-09-27,"5,949,733",https://open.spotify.com/track/2u8AXJyk8pICzj2wyPBL0b,2u8AXJyk8pICzj2wyPBL0b,112
Love Me,Lil Tecca,2019-09-27,"5,940,488",https://open.spotify.com/track/3TLwAp3uX1nKsVxrDhNPOL,3TLwAp3uX1nKsVxrDhNPOL,113
Chicken Noodle Soup (feat. Becky G),j-hope,2019-09-27,"5,933,462",https://open.spotify.com/track/6wyr4ReB05D9sJB1Rsmcqo,6wyr4ReB05D9sJB1Rsmcqo,114
Otro Trago,"Sech, Darell",2019-09-27,"5,926,147",https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,1Ej96GIBCTvgH7tNX1r3qr,115
Calma - Remix,"Pedro Capó, Farruko",2019-09-27,"5,918,729",https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,5iwz1NiezX7WWjnCgY5TH4,116
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,2019-09-27,"5,859,416",https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45,2Rk4JlNc2TPmZe2af99d45,117
Let Me Down Slowly,Alec Benjamin,2019-09-27,"5,859,202",https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2qxmye6gAegTMjLKEBoR3d,118
Panini - DaBaby Remix,Lil Nas X,2019-09-27,"5,857,694",https://open.spotify.com/track/4SDgTLDYrJ2UrHbkRkg7MD,4SDgTLDYrJ2UrHbkRkg7MD,119
F.N,Lil Tjay,2019-09-27,"5,854,233",https://open.spotify.com/track/0UPBidRYcgJ2mjZlk08V8x,0UPBidRYcgJ2mjZlk08V8x,120
Rescue Me,OneRepublic,2019-09-27,"5,851,231",https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM,0mjAU3yKR1QnXnHtjGJqTM,121
Only Human,Jonas Brothers,2019-09-27,"5,839,761",https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk,0DiDStADDVh3SvAsoJAFMk,122
A Thousand Bad Times,Post Malone,2019-09-27,"5,835,154",https://open.spotify.com/track/2J0NXdHr6MYvKDSxB7k3V2,2J0NXdHr6MYvKDSxB7k3V2,123
Say You Won't Let Go,James Arthur,2019-09-27,"5,822,409",https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,5uCax9HTNlzGybIStD3vDh,124
Perfect,Ed Sheeran,2019-09-27,"5,706,489",https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,0tgVpDi06FyKpA1z0VMD4v,125
Ransom (with Juice WRLD) - Remix,Lil Tecca,2019-09-27,"5,699,201",https://open.spotify.com/track/0DZJACISivjWjscIp5Kg1q,0DZJACISivjWjscIp5Kg1q,126
TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,2019-09-27,"5,688,934",https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG,2FvD20Z8aoWIePi7PoN8sG,127
Pop Out (feat. Lil Tjay),Polo G,2019-09-27,"5,672,333",https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1,6uFn47ACjqYkc0jADwEdj1,128
bury a friend,Billie Eilish,2019-09-27,"5,663,834",https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,4SSnFejRGlZikf02HLewEF,129
Lucid Dreams,Juice WRLD,2019-09-27,"5,649,620",https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,285pBltuF7vW8TeWk8hdRR,130
Bad Bad Bad (feat. Lil Baby),Young Thug,2019-09-27,"5,649,149",https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH,1GeNui6m825V8jP4uKiIaH,131
goosebumps,Travis Scott,2019-09-27,"5,643,418",https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,6gBFPUFcJLzWGx4lenP6h2,132
Feelings,Lauv,2019-09-27,"5,641,686",https://open.spotify.com/track/0y675KDleCZEudjoeL1sQQ,0y675KDleCZEudjoeL1sQQ,133
