,Song,Artist,Date,Streams,Url,Track_Id,Rank,valence
1818,Baila Baila Baila,Ozuna,2019-03-08,"16,200,729",https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG,7uH27oIt4a6cIFCA8ZPcyG,19,0.5070384393790948
1819,Fast,Juice WRLD,2019-03-08,"16,064,879",https://open.spotify.com/track/6MjNilJCVKJq0LfFvo5jWJ,6MjNilJCVKJq0LfFvo5jWJ,20,
1820,Murder On My Mind,YNW Melly,2019-03-08,"16,003,011",https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,7eBqSVxrzQZtK2mmgRG6lC,21,0.21086637488576354
1821,i'm so tired...,"Lauv, Troye Sivan",2019-03-08,"15,701,303",https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,7COXchtUOMd6uIT6HvmRaI,22,0.36857603572776154
1822,Talk,"Khalid, Disclosure",2019-03-08,"15,051,794",https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM,0rTV5WefWd1J3OwIheTzxM,23,0.2502984768753904
1823,Giant (with Rag'n'Bone Man),Calvin Harris,2019-03-08,"14,444,509",https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,5itOtNx0WxtJmi1TQ3RuRd,24,0.052424620052910376
1824,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2019-03-08,"14,120,363",https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,4w8niZpiMy6qz1mntFA5uM,25,0.21326422210223261
1825,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,2019-03-08,"14,098,508",https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt,1WSGTYKLEpKfNQYYW5Oymt,26,
1826,Going Bad (feat. Drake),Meek Mill,2019-03-08,"13,875,424",https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,2IRZnDFmlqMuOrYOLnZZyc,27,0.9505540046807596
1827,Please Me,"Cardi B, Bruno Mars",2019-03-08,"13,703,398",https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN,0PG9fbaaHFHfre2gUVo7AN,28,0.15715077833143198
1828,Don't Call Me Up,Mabel,2019-03-08,"13,446,481",https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,5WHTFyqSii0lmT9R21abT8,29,0.6134613484733394
1829,MIA (feat. Drake),Bad Bunny,2019-03-08,"12,950,369",https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,116H0KvKr2Zl4RPuVBruDO,30,0.7056661133711196
1830,High Hopes,Panic! At The Disco,2019-03-08,"12,839,359",https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,1rqqCSm0Qe4I9rUvWncaom,31,0.5065188455255522
1831,Bohemian Rhapsody - 2011 Mix,Queen,2019-03-08,"12,122,007",https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,7tFiyTwD0nx5a1eklYtX2J,32,0.8353340542358874
1832,Adan y Eva,Paulo Londra,2019-03-08,"11,990,988",https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk,6FyRXC8tJUh863JCkyWqtk,33,0.8557975766827419
1833,SICKO MODE,Travis Scott,2019-03-08,"11,785,282",https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2xLMifQCjDGFmkHkpNLD9h,34,0.893690108044516
1834,My Bad,Khalid,2019-03-08,"11,627,773",https://open.spotify.com/track/1DUSuNhF8P5vUGNPpQiZa5,1DUSuNhF8P5vUGNPpQiZa5,35,
1835,Let Me Down Slowly,Alec Benjamin,2019-03-08,"11,380,826",https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2qxmye6gAegTMjLKEBoR3d,36,0.4653190817481804
1836,Thotiana,Blueface,2019-03-08,"11,144,060",https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,3oh6SCCeLuXhFpEyepla6G,37,0.8174037421400622
1837,Look Back at It,A Boogie Wit da Hoodie,2019-03-08,"11,141,140",https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,3Ol2xnObFdKV9pmRD2t9x8,38,0.056213167356165106
1838,Eastside (with Halsey & Khalid),benny blanco,2019-03-08,"10,970,109",https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,7FGq80cy8juXBCD2nrqdWU,39,0.36799635378352824
1839,Pure Water (with Migos),Mustard,2019-03-08,"10,808,906",https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp,63cd4JkwGgYJrbOizbfmsp,40,0.8816932690950172
1840,Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",2019-03-08,"10,808,574",https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ,0s5DNDV6LAKn2u2Ufa3VjQ,41,0.9785766707955259
1841,HP,Maluma,2019-03-08,"10,782,918",https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW,31UjYv5vLsDkzchJOtUMtW,42,
1842,Here With Me,"Marshmello, CHVRCHES",2019-03-08,"10,755,490",https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,5icOoE6VgqFKohjWWNp0Ac,43,
1843,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,2019-03-08,"10,672,545",https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,1wJRveJZLSb1rjhnUHQiv6,44,0.5644896192481323
1844,Better Now,Post Malone,2019-03-08,"10,566,045",https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,7dt6x5M1jzdTEt8oCbisTK,45,0.5936491799823664
1845,Who Do You Love,"The Chainsmokers, 5 Seconds of Summer",2019-03-08,"10,516,247",https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8,11cDEev79fPKi6uJCjUhu8,46,0.6972671249363934
1846,Wolke 10,MERO,2019-03-08,"10,407,435",https://open.spotify.com/track/14f1n3XCW3fQhAODW0CwLK,14f1n3XCW3fQhAODW0CwLK,47,
1847,a lot,21 Savage,2019-03-08,"10,373,555",https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,2t8yVaLvJ0RenpXUIAC52d,48,0.688611368519306
1848,ZEZE (feat. Travis Scott & Offset),Kodak Black,2019-03-08,"10,045,588",https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,0FZ4Dmg8jJJAPJnvBIzD9z,49,0.345461444192124
1849,Hear Me Calling,Juice WRLD,2019-03-08,"10,041,043",https://open.spotify.com/track/13ZyrkCDmRz5xY3seuAWYk,13ZyrkCDmRz5xY3seuAWYk,50,
1850,when the party's over,Billie Eilish,2019-03-08,"9,681,823",https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI,14JzyD6FlBD5z0wV5P07YI,51,0.612303726106954
1851,Ella Quiere Beber - Remix,"Anuel AA, Romeo Santos",2019-03-08,"9,583,059",https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw,3f5lA8nnc4YYF1qf78WpHw,52,
1852,Be Alright,Dean Lewis,2019-03-08,"9,576,449",https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,3EPXxR3ImUwfayaurPi3cm,53,0.5322034937568245
1853,lovely,"Billie Eilish, Khalid",2019-03-08,"9,557,703",https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf,1NJcg626wLln4pGHpiV7mf,54,0.9530869910899228
1854,Girls Like You (feat. Cardi B),Maroon 5,2019-03-08,"9,525,176",https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,7fa9MBXhVfQ8P8Df9OEbD8,55,0.6347232939070291
1855,Un Año,"Sebastian Yatra, Reik",2019-03-08,"9,402,405",https://open.spotify.com/track/5BDP2tky8oMQJPS33frKVp,5BDP2tky8oMQJPS33frKVp,56,0.857612135899921
1856,Te Vi,"Piso 21, Micro TDH",2019-03-08,"9,395,549",https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,059bcIhyc2SBwm6sw2AZzd,57,0.053592607484792665
1857,Amanece,"Anuel AA, Haze",2019-03-08,"9,281,838",https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH,1LiN0Z98FkR1t0m8KmLcAH,58,0.6204171795849505
1858,Empty,Juice WRLD,2019-03-08,"9,182,246",https://open.spotify.com/track/41MCdlvXOl62B7Kv86Bb1v,41MCdlvXOl62B7Kv86Bb1v,59,
1859,Lucid Dreams,Juice WRLD,2019-03-08,"9,145,758",https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,285pBltuF7vW8TeWk8hdRR,60,0.4001165322590312
1860,SAD!,XXXTENTACION,2019-03-08,"8,931,011",https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,3ee8Jmje8o58CHK66QrVC2,61,0.22739118012706983
1861,Someone You Loved,Lewis Capaldi,2019-03-08,"8,916,287",https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc,2TIlqbIneP0ZY1O0EzYLlc,62,0.17185623974983188
1862,Last Hurrah,Bebe Rexha,2019-03-08,"8,857,931",https://open.spotify.com/track/0i0wnv9UoFdZ5MfuFGQzMy,0i0wnv9UoFdZ5MfuFGQzMy,63,
1863,Better,Khalid,2019-03-08,"8,805,396",https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,6zeeWid2sgw4lap2jV61PZ,64,0.2568745743460713
1864,rockstar (feat. 21 Savage),Post Malone,2019-03-08,"8,730,143",https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,0e7ipj03S05BNilyu5bRzt,65,0.6323024104852601
1865,Drip Too Hard (Lil Baby & Gunna),Lil Baby,2019-03-08,"8,631,457",https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,78QR3Wp35dqAhFEc2qAGjE,66,0.9361234166870702
1866,Always Remember Us This Way,Lady Gaga,2019-03-08,"8,628,952",https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk,2rbDhOo9Fh61Bbu23T2qCk,67,0.9837249326504204
1867,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,2019-03-08,"8,428,795",https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,5JEx7HbmvHQQswJCsoo9rA,68,0.1522669932125411
1868,Pa Mí - Remix,"Dalex, Rafa Pabön, KHEA, Sech, Cazzu, Feid, Lenny Tavárez",2019-03-08,"8,271,698",https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH,224EVTFiLsdQignUFLvDeH,69,
1869,Mo Bamba,Sheck Wes,2019-03-08,"8,162,518",https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr,1xzBco0xcoJEDXktl7Jxrr,70,0.011101126061136446
1870,Moonlight,XXXTENTACION,2019-03-08,"7,967,868",https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,0JP9xo3adEtGSdUEISiszL,71,0.07414628906400189
1871,Mixed Personalities (feat. Kanye West),YNW Melly,2019-03-08,"7,885,152",https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL,6vWEAOUSxohKxhp0K1BsxL,72,
1872,Wake Up in the Sky,"Gucci Mane, Bruno Mars, Kodak Black",2019-03-08,"7,866,663",https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,2G1tXoGBaEMJ7FKGnkf6ud,73,0.4033431436647631
1873,Saturday Nights,Khalid,2019-03-08,"7,820,464",https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,5kfNriitmkNE8mUbZ7gbq8,74,0.42227877999845176
1874,Nights Like This (feat. Ty Dolla $ign),Kehlani,2019-03-08,"7,742,492",https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy,6ZRuF2n1CQxyxxAAWsKJOy,75,
1875,Youngblood,5 Seconds of Summer,2019-03-08,"7,720,331",https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,2iUXsYOEPhVqEBwsqP70rE,76,0.1093139822013337
1876,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,2019-03-08,"7,701,001",https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF,27rdGxbavYJeBphck5MZAF,77,0.1644332593519071
1877,Make Believe,Juice WRLD,2019-03-08,"7,642,973",https://open.spotify.com/track/6eiztdXRkooWsBt2xToMWI,6eiztdXRkooWsBt2xToMWI,78,
1878,Don't Stop Me Now - 2011 Mix,Queen,2019-03-08,"7,642,895",https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,5T8EDUDqKcs6OSOwEsfqG7,79,0.08082284624644676
1879,Another One Bites The Dust - Remastered 2011,Queen,2019-03-08,"7,542,329",https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,5vdp5UmvTsnMEMESIF2Ym7,80,0.31874868949975477
1880,2002,Anne-Marie,2019-03-08,"7,457,911",https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,2BgEsaKNfHUdlh97KmvFyo,81,0.46094280933629905
1881,Maze,Juice WRLD,2019-03-08,"7,328,165",https://open.spotify.com/track/4mUIe9gfsdtsVP2zFIl74x,4mUIe9gfsdtsVP2zFIl74x,82,
1882,In My Mind,"Dynoro, Gigi D'Agostino",2019-03-08,"7,299,246",https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,0E9ZjEAyAwOXZ7wJC0PD33,83,0.8098583828075171
1883,Adictiva,"Daddy Yankee, Anuel AA",2019-03-08,"7,287,154",https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP,6MJUCumnQsQEKbCy28tbCP,84,0.560084245483963
1884,I Like It,"Cardi B, Bad Bunny, J Balvin",2019-03-08,"7,256,216",https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,58q2HKrzhC3ozto2nDdN4z,85,0.8939854643661789
1885,Promises (with Sam Smith),"Calvin Harris, Jessie Reyez",2019-03-08,"7,087,527",https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,5N5k9nd479b1xpDZ4usjrg,86,0.22641339753362644
1886,Esclavo de Tus Besos,"Manuel Turizo, Ozuna",2019-03-08,"7,053,256",https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX,3g4UyIcQwutiG0TfW32GnX,87,
1887,Shape of You,Ed Sheeran,2019-03-08,"6,992,931",https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,7qiZfU4dY1lWllzX7mPBI3,88,0.3245693971509478
1888,Taste (feat. Offset),Tyga,2019-03-08,"6,988,866",https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,5IaHrVsrferBYDm0bDyABy,89,0.016643376829034384
1889,Say My Name,"David Guetta, Bebe Rexha, J Balvin",2019-03-08,"6,912,047",https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,0YammaEkYSeo9vQYZ1OwS6,90,0.06328946463530782
1890,Walk Me Home,P!nk,2019-03-08,"6,879,413",https://open.spotify.com/track/7DHApOHsIFo7EyfieArYGE,7DHApOHsIFo7EyfieArYGE,91,
1891,I,Lil Skies,2019-03-08,"6,760,818",https://open.spotify.com/track/4ZT9FnbFu1PaBfV3itxiqT,4ZT9FnbFu1PaBfV3itxiqT,92,
1892,Bad Liar,Imagine Dragons,2019-03-08,"6,725,165",https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,2RSHsoi04658QL5xgQVov3,93,0.6170538258375224
1893,365,"Zedd, Katy Perry",2019-03-08,"6,699,895",https://open.spotify.com/track/2XWjPtKdi5sucFYtVav07d,2XWjPtKdi5sucFYtVav07d,94,0.5478579050947179
1894,NI BIEN NI MAL,Bad Bunny,2019-03-08,"6,628,728",https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8,278kSqsZIiYp8p3QjYAqa8,95,0.23800200423626938
1895,Love Someone,Lukas Graham,2019-03-08,"6,612,151",https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,3id2EVGKc3eFAMn9nFnB0r,96,0.7130066132113353
1896,idontwannabeyouanymore,Billie Eilish,2019-03-08,"6,610,725",https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu,40T5GIqQ1CegGm2PTEl8Bu,97,0.4111152080224161
1897,Jocelyn Flores,XXXTENTACION,2019-03-08,"6,546,484",https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,7m9OqQk4RVRkw9JJdeAw96,98,0.6963179604083665
1898,Old Town Road,Lil Nas X,2019-03-08,"6,530,006",https://open.spotify.com/track/2pMl9Sx4glsuk5ikZtFBtX,2pMl9Sx4glsuk5ikZtFBtX,99,
1899,Body (feat. brando),Loud Luxury,2019-03-08,"6,494,257",https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,7K7MUBCnzgBAvMVW2RTWNs,100,0.2911014809953528
1900,Reggaeton,J Balvin,2019-03-08,"6,477,876",https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi,2D3z17LBMJ2HEHeBFFjTLi,101,0.44113889869752565
1901,I Like Me Better,Lauv,2019-03-08,"6,474,427",https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2P91MQbaiQOfbiz9VqhqKQ,102,0.7816219345953872
1902,Perfect,Ed Sheeran,2019-03-08,"6,469,724",https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,0tgVpDi06FyKpA1z0VMD4v,103,0.4470229443398379
1903,Believer,Imagine Dragons,2019-03-08,"6,459,257",https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,0pqnGHJpmpxLKifKRmU6WP,104,0.8464450384076534
1904,no tears left to cry,Ariana Grande,2019-03-08,"6,416,446",https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,2qT1uLXPVPzGgFOx4jtEuo,105,0.6667280114509742
1905,needy,Ariana Grande,2019-03-08,"6,406,441",https://open.spotify.com/track/1TEL6MlSSVLSdhOSddidlJ,1TEL6MlSSVLSdhOSddidlJ,106,0.33945168756432853
1906,NASA,Ariana Grande,2019-03-08,"6,362,605",https://open.spotify.com/track/4SPu0Ql902hTVXkBoNIYtq,4SPu0Ql902hTVXkBoNIYtq,107,0.22579535887903335
1907,Psycho (feat. Ty Dolla $ign),Post Malone,2019-03-08,"6,358,035",https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,3swc6WTsr7rl9DqQKQA55C,108,0.3662940647094052
1908,God's Plan,Drake,2019-03-08,"6,331,804",https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,6DCZcSspjsKoFjzjrWoCdn,109,0.8249521000782333
1909,Lost In Japan,Shawn Mendes,2019-03-08,"6,259,312",https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV,79esEXlqqmq0GPz0xQSZTV,110,0.4352192238141521
1910,Money,Cardi B,2019-03-08,"6,253,692",https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,2GGMabyHXnJmjY6CXhhB2e,111,0.9125537400415782
1911,Red Room,Offset,2019-03-08,"6,232,911",https://open.spotify.com/track/4TWflhgevIGo448fWc6mQq,4TWflhgevIGo448fWc6mQq,112,
1912,No Sleep (feat. Bonn),Martin Garrix,2019-03-08,"6,178,643",https://open.spotify.com/track/1ahVFh0ViDZr8LvkEVlq3B,1ahVFh0ViDZr8LvkEVlq3B,113,
1913,Under Pressure - Remastered,"Queen, David Bowie",2019-03-08,"6,147,126",https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x,2fuCquhmrzHpu5xcA1ci9x,114,0.09356533929768385
1914,bloodline,Ariana Grande,2019-03-08,"6,089,202",https://open.spotify.com/track/2hloaUoRonYssMuqLCBLTX,2hloaUoRonYssMuqLCBLTX,115,0.5311906361676618
1915,Speechless (feat. Erika Sirola),Robin Schulz,2019-03-08,"6,082,620",https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5,1rCcsYnmqbMYdkG7kS9GC5,116,0.9426054448214018
1916,Leave Me Alone,Flipp Dinero,2019-03-08,"6,050,814",https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,14mHfNsSHN0FbLftyjrV9g,117,0.07876037639590583
1917,Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2019-03-08,"6,038,587",https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh,2LskIZrCeLxRvCiGP8gxlh,118,0.8073163700728055
1918,One Kiss (with Dua Lipa),Calvin Harris,2019-03-08,"6,002,305",https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,7ef4DlsgrMEH11cDZd32M6,119,0.22793188154628818
1919,11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,2019-03-08,"5,968,338",https://open.spotify.com/track/4mGdjNMo0RonTlOEb7cYg4,4mGdjNMo0RonTlOEb7cYg4,120,0.3358391842659697
1920,bellyache,Billie Eilish,2019-03-08,"5,930,833",https://open.spotify.com/track/51NFxnQvaosfDDutk0tams,51NFxnQvaosfDDutk0tams,121,0.1182130030936126
1921,imagine,Ariana Grande,2019-03-08,"5,918,697",https://open.spotify.com/track/39LmTF9RgyakzSYX8txrow,39LmTF9RgyakzSYX8txrow,122,0.528164212166192
1922,Bubalu,"Becky G, Prince Royce, DJ Luian, Mambo Kingz, Anuel AA",2019-03-08,"5,838,327",https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb,7dNwJbsT0sg1le5kVugGJb,123,0.813173228188306
1923,Natural,Imagine Dragons,2019-03-08,"5,713,434",https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,2FY7b99s15jUprqC0M5NCT,124,0.05994635138557025
1924,Too Good At Goodbyes,Sam Smith,2019-03-08,"5,706,289",https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,1mXVgsBdtIVeCLJnSnmtdV,125,0.8807841336043929
1925,Thunder,Imagine Dragons,2019-03-08,"5,700,376",https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,1zB4vmk8tFRmM9UULNzbLB,126,0.5602898976349526
1926,IDGAF,Dua Lipa,2019-03-08,"5,656,428",https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,76cy1WJvNGJTj78UqeA5zr,127,0.9561556156551174
1927,Armed And Dangerous,Juice WRLD,2019-03-08,"5,654,453",https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,5wujBwqG7INdStqGd4tRMX,128,0.5050963783717939
1928,Nonstop,Drake,2019-03-08,"5,631,960",https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,0TlLq3lA83rQOYtrqBqSct,129,0.8902034489588183
1929,Aullando,"Wisin & Yandel, Romeo Santos",2019-03-08,"5,628,353",https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus,7BuHdm4lQqcyG3qTwdkxus,130,
1930,Créeme,"KAROL G, Maluma",2019-03-08,"5,622,532",https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz,1mT47pKLXUwPYGwB91GcNz,131,0.4023547987550332
1931,Girls Need Love (with Drake) - Remix,Summer Walker,2019-03-08,"5,614,711",https://open.spotify.com/track/14SaZBTjxlorHJQxXh01Hu,14SaZBTjxlorHJQxXh01Hu,132,
1932,Almost (Sweet Music),Hozier,2019-03-08,"5,567,308",https://open.spotify.com/track/6UTmrvq4nRmx1iQ6iMd1FD,6UTmrvq4nRmx1iQ6iMd1FD,133,
1933,bad idea,Ariana Grande,2019-03-08,"5,557,109",https://open.spotify.com/track/7EQpvVujgytLVY8vKiDHAg,7EQpvVujgytLVY8vKiDHAg,134,0.14573579142783033
1934,Beautiful (feat. Camila Cabello),Bazzi,2019-03-08,"5,547,055",https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,4VUwkH455At9kENOfzTqmF,135,0.3760175192895685
1935,Bola Rebola,"Tropkillaz, J Balvin, Anitta, Mc Zaac",2019-03-08,"5,547,046",https://open.spotify.com/track/1OUPXna2MCgAt3VNmXJBtg,1OUPXna2MCgAt3VNmXJBtg,136,
1936,"Thotiana (feat. Cardi B, YG) [Remix]",Blueface,2019-03-08,"5,538,309",https://open.spotify.com/track/1JkrD47SDpAbyvqKtolcea,1JkrD47SDpAbyvqKtolcea,137,
1937,Imposible,"Luis Fonsi, Ozuna",2019-03-08,"5,534,912",https://open.spotify.com/track/4cuGZb0iFyHtwaSKdKrJkF,4cuGZb0iFyHtwaSKdKrJkF,138,0.8223211500523638
1938,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,2019-03-08,"5,514,306",https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM,6WkJ2OK163XXS2oARUC9JM,139,
1939,Splashin,Rich The Kid,2019-03-08,"5,494,231",https://open.spotify.com/track/79OEIr4J4FHV0O3KrhaXRb,79OEIr4J4FHV0O3KrhaXRb,140,0.9918949523695783
1940,Let You Love Me,Rita Ora,2019-03-08,"5,482,187",https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP,5Fla3zyOCcIRqrDoKLU0DP,141,0.3880310723643461
1941,Say You Won't Let Go,James Arthur,2019-03-08,"5,461,125",https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,5uCax9HTNlzGybIStD3vDh,142,0.9820063788632549
1942,Solo de Mi,Bad Bunny,2019-03-08,"5,458,402",https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR,4uP3pUP18ennmz0tb3GphR,143,0.6319623198609311
1943,In My Feelings,Drake,2019-03-08,"5,457,039",https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,2G7V7zsVDxg1yRsu7Ew9RJ,144,0.14080194219879238
1944,Havana (feat. Young Thug),Camila Cabello,2019-03-08,"5,436,401",https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,1rfofaqEpACxVEHIZBJe6W,145,0.570261207836354
1945,I Fall Apart,Post Malone,2019-03-08,"5,406,527",https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,75ZvA4QfFiZvzhj2xkaWAh,146,0.615806852733543
1946,changes,XXXTENTACION,2019-03-08,"5,377,456",https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,7AFASza1mXqntmGtbxXprO,147,0.061891303474042036
1947,ocean eyes,Billie Eilish,2019-03-08,"5,371,477",https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,2uIX8YMNjGMD7441kqyyNU,148,0.8970867473254664
1948,The Middle,"Zedd, Maren Morris, Grey",2019-03-08,"5,329,511",https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,09IStsImFySgyp0pIQdqAc,149,0.7136165396079278
1949,Pa Olvidarte (feat. Manuel Turizo) - Remix,"ChocQuibTown, Zion & Lennox, Farruko",2019-03-08,"5,326,529",https://open.spotify.com/track/2ktoFujjJtantyMoVdBJlX,2ktoFujjJtantyMoVdBJlX,150,
1950,Just You and I,Tom Walker,2019-03-08,"5,306,399",https://open.spotify.com/track/03x2rVJRFUrvwlfxoHd9Mo,03x2rVJRFUrvwlfxoHd9Mo,151,
1951,HeMotions,Juice WRLD,2019-03-08,"5,303,405",https://open.spotify.com/track/6phY2gnvf9WwCiXlLMQOY3,6phY2gnvf9WwCiXlLMQOY3,152,
1952,Somebody To Love - 2011 Mix,Queen,2019-03-08,"5,288,335",https://open.spotify.com/track/4rDbp1vnvEhieiccprPMdI,4rDbp1vnvEhieiccprPMdI,153,0.35440180024724677
1953,Flaws And Sins,Juice WRLD,2019-03-08,"5,247,633",https://open.spotify.com/track/2BSbCCbaSCzkOEZa6N5901,2BSbCCbaSCzkOEZa6N5901,154,
1954,Solo (feat. Demi Lovato),Clean Bandit,2019-03-08,"5,242,750",https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h,3NuK5xMlSlB6K2Qp16zf3h,155,0.079926028610525
1955,Best Part (feat. Daniel Caesar),H.E.R.,2019-03-08,"5,231,038",https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,4OBZT9EnhYIV17t4pGw7ig,156,0.7585011217389572
